Name,Clean Name,Short Name,Summary Name,Price (₹),Original Price (₹),Discount (%),Rating,Reviews,Sold Last Month,url
"Portronics Bridge Y USB 3.0 to Type C OTG Adaptor, 10Gbps High Speed Data Transfer, Thunderbolt to USB Adapter, Compatible for All Type C Devices, Smartphone, Laptops, Tablets, Chargers, MacBook",Portronics Bridge Y USB 30 to Type C OTG Adaptor 10Gbps High Speed Data Transfer Thunderbolt to USB Adapter Compatible for All Type C Devices Smartphone Laptops Tablets Chargers MacBook,Portronics Bridge Y USB 30 to,Portronics,119.0,599.0,80.0,4.3,1381.0,10.0,https://www.amazon.in/Portronics-Transfer-Thunderbolt-Compatible-Smartphone/dp/B0DH3J6LB9/ref=sr_1_11?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-11
"Sounce 7 in 1 Electronic Cleaner Kit, Keyboard Cleaner Kit with Brush, 3 in 1 Cleaning Pen for AirPods Pro, Multifunctional Cleaning Kit for Earphone, Keyboard, Laptop, Phone, PC Monitor (Grey)",Sounce 7 in 1 Electronic Cleaner Kit Keyboard Cleaner Kit with Brush 3 in 1 Cleaning Pen for AirPods Pro Multifunctional Cleaning Kit for Earphone Keyboard Laptop Phone PC Monitor Grey,Sounce 7 in 1 Electronic Cleaner,Sounce,299.0,999.0,70.0,4.0,1863.0,1.0,https://www.amazon.in/Sounce-Electronic-Keyboard-Cleaning-Multifunctional/dp/B0BRXZ3FYF/ref=sr_1_12?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-12
"WZATCO Yuva Plus (Upgraded) Native 1080P Full HD Projector with 4K Support, 11700 Lumens, 250"" Screen | 5 Watt HiFi Speaker, Bluetooth 5.1 | Slide Lens Door, White",WZATCO Yuva Plus Upgraded Native 1080P Full HD Projector with 4K Support 11700 Lumens 250 Screen  5 Watt HiFi Speaker Bluetooth 51  Slide Lens Door White,WZATCO Yuva Plus Upgraded Native 1080P,Wzatco,9690.0,17990.0,46.0,4.3,4158.0,200.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTc0MjI3MjY4OTAyMTU6MTc0Mzc3MDMxMDpzcF9tdGY6MzAwNTE4MTU5MjM4OTMyOjowOjo&url=%2FWZATCO-Yuva-Upgraded-Projector-Brightness%2Fdp%2FB0C8SNGLP8%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770309%26s%3Delectronics%26sr%3D1-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"BORSSO BS40 Android Native 1080P Fully Automatic, Semi Closed Engine 4K HDR Projector for Home, Ultra Bright 2000 ANSI, Two-Way HDMI ARC & CEC, BT 5.2, Dual-Band Wi-Fi.",BORSSO BS40 Android Native 1080P Fully Automatic Semi Closed Engine 4K HDR Projector for Home Ultra Bright 2000 ANSI TwoWay HDMI ARC  CEC BT 52 DualBand WiFi,BORSSO BS40 Android Native 1080P Fully,Borsso,27999.0,54999.0,49.0,3.9,590.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTc0MjI3MjY4OTAyMTU6MTc0Mzc3MDMxMDpzcF9tdGY6MzAwMzUwMzExODU2NDMyOjowOjo&url=%2FBORSSO-BS40-Automatic-Projector-Dual-Band%2Fdp%2FB0DJ3D64GC%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770309%26s%3Delectronics%26sr%3D1-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Portronics Beem 470 Mini Smart LED Projector,720p HD,2000 Lumens,Pre-Installed Streaming Apps(Netflix, Prime Video, Hotstar),Auto Keystone,3W Speaker,Adjustable Angle, Wireless Screen Mirroring",Portronics Beem 470 Mini Smart LED Projector720p HD2000 LumensPreInstalled Streaming AppsNetflix Prime Video HotstarAuto Keystone3W SpeakerAdjustable Angle Wireless Screen Mirroring,Portronics Beem 470 Mini Smart LED,Portronics,6999.0,19999.0,65.0,4.0,1570.0,100.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTc0MjI3MjY4OTAyMTU6MTc0Mzc3MDMxMDpzcF9tdGY6MzAwNTAyOTE4ODk1MDMyOjowOjo&url=%2FPortronics-Projector-Pre-Installed-Streaming-Adjustable%2Fdp%2FB0DWX7TWKR%2Fref%3Dsr_1_15_sspa%3Fdib%3DeyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770309%26s%3Delectronics%26sr%3D1-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"ZEBRONICS Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible (Black)",ZEBRONICS Bro in Ear Wired Earphones with Mic 35mm Audio Jack 10mm Drivers PhoneTablet Compatible Black,ZEBRONICS Bro in Ear Wired Earphones,Zebronics,139.0,3.0,54.0,3.5,57907.0,5.0,https://www.amazon.in/ZEBRONICS-Earphones-Drivers-Tablet-Compatible/dp/B07T5DKR5D/ref=sr_1_16?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-16
"Tensea Mobile Phone Charging Stand, Multi-Functional Storage Holder, Bedside Fixed Rack, Bedroom, Office Accessories, Acrylonitrile Butadiene Styrene, White 01, Portable Electronic Devices",Tensea Mobile Phone Charging Stand MultiFunctional Storage Holder Bedside Fixed Rack Bedroom Office Accessories Acrylonitrile Butadiene Styrene White 01 Portable Electronic Devices,Tensea Mobile Phone Charging Stand MultiFunctional,Tensea Stand,84.0,384.0,78.0,4.3,1894.0,2.0,https://www.amazon.in/Tensea-Multi-Functional-Accessories-Acrylonitrile-Electronic/dp/B0CX5GY71W/ref=sr_1_17?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-17
"boAt Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Cider Cyan)",boAt Airdopes 141 Low Latency ENx Tech 42HRS Battery Fast Charge IWP IPX4 v51 Bluetooth Earbuds TWS Ear Buds Wireless Earphones with mic Cider Cyan,boAt Airdopes 141 Low Latency ENx,Boat Earbuds,899.0,4490.0,80.0,3.8,166382.0,2.0,https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3XMZ5F/ref=sr_1_18?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-18
"Sounce Hard Disk Drive Pouch case for 2.5"" HDD Cover WD Seagate Slim Sony Dell Toshiba (Black)",Sounce Hard Disk Drive Pouch case for 25 HDD Cover WD Seagate Slim Sony Dell Toshiba Black,Sounce Hard Disk Drive Pouch case,Sounce Case,149.0,1299.0,89.0,4.3,2654.0,2.0,https://www.amazon.in/Sounce-Drive-Pouch-Seagate-Toshiba/dp/B088BGY43C/ref=sr_1_19?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-19
"NOCXTUN Multifunctional Data Cable Conversion Head Portable Storage Box, Multi-Type Charging Line Convertor USB Type C Adapter Tool Contains Sim Card Slot Tray Eject Pin, Phone Holder (Multi-Colour)",NOCXTUN Multifunctional Data Cable Conversion Head Portable Storage Box MultiType Charging Line Convertor USB Type C Adapter Tool Contains Sim Card Slot Tray Eject Pin Phone Holder MultiColour,NOCXTUN Multifunctional Data Cable Conversion Head,Nocxtun Cable,79.0,999.0,92.0,4.6,123.0,1.0,https://www.amazon.in/NOCXTUN-Multifunctional-Conversion-Multi-Type-Multi-Colour/dp/B0D8ZRV8WW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-20
"IRONFIX Ethylene Vinyl Acetate (EVA) Portable Pouch For Electronic Accessories Usb Cables, Power Bank, Battery, Portable Hard Drive, Sd Memory Card, Earphones, Travel Gadgets Organiser Bag, Navy blue",IRONFIX Ethylene Vinyl Acetate EVA Portable Pouch For Electronic Accessories Usb Cables Power Bank Battery Portable Hard Drive Sd Memory Card Earphones Travel Gadgets Organiser Bag Navy blue,IRONFIX Ethylene Vinyl Acetate EVA Portable,Ironfix,99.0,399.0,75.0,4.1,60.0,600.0,https://www.amazon.in/IRONFIX-Electronic-Accessories-Earphones-Organiser/dp/B0DNTQB4N1/ref=sr_1_21?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-21
"SaleOn Cable Organizer Case Bag Holder <6 Month Warranty> Electronics Accessories Organizer BagTravel Gadget Bag for Cables, Plug and More Hard Disk Bag - Black",SaleOn Cable Organizer Case Bag Holder 6 Month Warranty Electronics Accessories Organizer BagTravel Gadget Bag for Cables Plug and More Hard Disk Bag  Black,SaleOn Cable Organizer Case Bag Holder,Saleon Cable organizer case warranty organizer,319.0,899.0,65.0,4.1,49.0,200.0,https://www.amazon.in/SaleOn-Organizer-Electronics-Accessories-BagTravel/dp/B0DLBRVQCC/ref=sr_1_22?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-22
"HP H150 Wireless in Ear Earbuds, Compatible with Tablets, Smartphones, Pcs, and Other Devices with Bluetooth,Noise-Reduction,Water Resistant Design,Black,0.036Kg",HP H150 Wireless in Ear Earbuds Compatible with Tablets Smartphones Pcs and Other Devices with BluetoothNoiseReductionWater Resistant DesignBlack0036Kg,HP H150 Wireless in Ear Earbuds,Hp Earbuds,599.0,2499.0,76.0,2.6,425.0,5.0,https://www.amazon.in/HP-Compatible-Smartphones-Bluetooth-Noise-Reduction/dp/B0D6NMXQ2V/ref=sr_1_23?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-23
THEMISTO - built with passion Themisto Beginners 8 In 1 Corded_electric Soldering Iron Kit,THEMISTO  built with passion Themisto Beginners 8 In 1 Corded_electric Soldering Iron Kit,THEMISTO built with passion Themisto Beginners,Themisto,259.0,799.0,68.0,3.7,6138.0,1.0,https://www.amazon.in/THEMISTO-passion-Themisto-Beginners-Soldering/dp/B07PM6134P/ref=sr_1_24?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-24
"Seagull flight of fashion Nylon Double Layer Electronic Gadget Organizer Case, Cable Organizer Bag For Accessories With Mobile Stand - 27 X 20 X 9 Cm - Navy Blue - Model 2",Seagull flight of fashion Nylon Double Layer Electronic Gadget Organizer Case Cable Organizer Bag For Accessories With Mobile Stand  27 X 20 X 9 Cm  Navy Blue  Model 2,Seagull flight of fashion Nylon Double,Seagull Organizer case cable organizer stand,729.0,1699.0,57.0,4.3,3204.0,50.0,https://www.amazon.in/Seagull-Fashion-Electronic-Organizer-Accessories/dp/B0BLVGDLZ4/ref=sr_1_25?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-25
"Elv Foldable, Portable, Tablet/Phone Stand. Compatible Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi, Oppo, Vivo, Asus. Perfect for Bed,Office, Home,Gift and Desktop (Black)",Elv Foldable Portable TabletPhone Stand Compatible Phone Holder for iPhone Android Samsung OnePlus Xiaomi Oppo Vivo Asus Perfect for BedOffice HomeGift and Desktop Black,Elv Foldable Portable TabletPhone Stand Compatible,Elv Stand,59.0,79.0,25.0,4.1,3878.0,1.0,https://www.amazon.in/Foldable-Portable-Compatible-Android-Samsung/dp/B0B5LR494N/ref=sr_1_26?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-26
"rts Universal Travel Adapter, International All in One Worldwide Travel Adapter and Wall Charger with USB Ports with Multi Type Power Outlet USB 2.1A,100-250 Voltage Travel Charger (Black)",rts Universal Travel Adapter International All in One Worldwide Travel Adapter and Wall Charger with USB Ports with Multi Type Power Outlet USB 21A100250 Voltage Travel Charger Black,rts Universal Travel Adapter International All,Rts Charger charger,588.0,4999.0,88.0,4.2,13117.0,5.0,https://www.amazon.in/rts-Universal-Adapter-International-Worldwide/dp/B082WYMTWF/ref=sr_1_27?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-27
"amazon basics Travel Organiser for Electronic Accessories, Flexible Padded Dividers, Waterproof, Foam Padding, For Cables, Chargers, Hard Disk, Power Bank (Grey)",amazon basics Travel Organiser for Electronic Accessories Flexible Padded Dividers Waterproof Foam Padding For Cables Chargers Hard Disk Power Bank Grey,amazon basics Travel Organiser for Electronic,Amazon,409.0,799.0,49.0,3.9,744.0,100.0,https://www.amazon.in/amazon-basics-Electronic-Accessories-Waterproof/dp/B0C3RB9X98/ref=sr_1_29?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-29
"LIRAMARK Mobile Phone Charging Stand, Storage Holder, Bedside Fixed Rack, Home Organization and Storage Supplies, Bedroom Accessories, Office Accessories, Bathroom Accessories (Pack of 1)",LIRAMARK Mobile Phone Charging Stand Storage Holder Bedside Fixed Rack Home Organization and Storage Supplies Bedroom Accessories Office Accessories Bathroom Accessories Pack of 1,LIRAMARK Mobile Phone Charging Stand Storage,Liramark Stand,99.0,299.0,67.0,3.9,4116.0,1.0,https://www.amazon.in/LIRAMARK-Mounted-Storage-Purpose-Charging/dp/B0BQMJZZNM/ref=sr_1_30?dib=eyJ2IjoiMSJ9.XMIG7Keqtl3xznn0MEIVW5KAllUpiYg8Wzts-VgfkGuk6BeicyvgnKibcpsOL1DfRmajvg3LmLIOljpB3Sm9Qsd107jKClZJb2wmxMm6Y5CdKlPLIAG-7bYa9MGxD9NSJsO7NBC0OvJ-HFqff2VJxoD-AlmvkLeROqm4BXmRqSfsduD0hYkpcJlyiYmydsPkjw2MkX-W8P2Sgjh2eVvDuIkUPKACm31IyLMB1AOTPlIpe1iZRRz6Hq6CK3ePTiqteVzqXsvHVR-_7leUFkixH3-grvILM2B9oMtL7jkuON0.6gsTS_eKWp3AzSVUHOjJFd2cdZFI3saR6mAKjfpDf1o&dib_tag=se&keywords=electronics&qid=1743770309&s=electronics&sr=1-30
